,CNT,SUBNATIO,STRATUM,OECD,NC,SCHOOLID,SC01Q01,SC02Q01,SC02Q02,SC02Q03,SC02Q04,SC03Q01,SC04Q01,SC05Q01,SC07Q01,SC07Q02,SC09Q11,SC09Q12,SC09Q21,SC09Q22,SC09Q31,SC09Q32,SC10Q11,SC10Q12,SC10Q61,SC10Q62,SC10Q21,SC10Q22,SC10Q41,SC10Q42,SC10Q51,SC10Q52,SC11Q01,SC11Q02,SC11Q03,SC13Q01,SC13Q02,SC13Q03,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,SC14Q11,SC14Q12,SC14Q13,SC15Q01,SC15Q02,SC15Q03,SC15Q04,SC16Q01,SC16Q02,SC16Q03,SC16Q04,SC16Q05,SC16Q06,SC16Q07,SC16Q08,SC16Q09,SC16Q10,SC16Q11,SC18Q01,SC18Q02,SC18Q03,SC18Q04,SC18Q05,SC18Q06,SC18Q07,SC18Q08,SC19Q01,SC19Q02,SC20Q01,SC21Q05,SC22Q01,SC22Q02,SC22Q03,SC22Q04,SC22Q05,SC22Q06,SC22Q07,SC22Q08,SC22Q09,SC22Q10,SC22Q11,SC22Q12,SC22Q13,SC22Q14,SC22Q15,SC22Q16,SC22Q17,SC22Q18,SC22Q19,SC23Q01,SC24Q01,SC25Q01,SC25Q02,SC25Q03,SC25Q04,SC25Q05,SC25Q06,SC25Q07,SC25Q08,SC25Q09,SC25Q10,SC25Q11,SC25Q12,SC26Q01,SC26Q02,SC26Q03,SC26Q04,SC27Q01,SC27Q02,SC28Q01,SC28Q02,SC29Q01,SC29Q02,SC30Q01,SC30Q02,SC30Q03,SC30Q04,SC31Q01,SC31Q02,SC31Q03,SC31Q04,SC31Q05,SC31Q06,SC31Q07,SC32Q01,SC32Q03,SC32Q04,SC32Q05,SC32Q06,SC32Q07,SC32Q08,SC33Q01A,SC33Q01B,SC33Q01C,SC33Q01D,SC33Q01E,SC33Q02A,SC33Q02B,SC33Q02C,SC33Q02D,SC33Q02E,SC33Q03A,SC33Q03B,SC33Q03C,SC33Q03D,SC33Q03E,SC33Q04A,SC33Q04B,SC33Q04C,SC33Q04D,SC33Q04E,SC33Q05A,SC33Q05B,SC33Q05C,SC33Q05D,SC33Q05E,SC33Q06A,SC33Q06B,SC33Q06C,SC33Q06D,SC33Q06E,SC33Q07A,SC33Q07B,SC33Q07C,SC33Q07D,SC33Q07E,SC33Q08A,SC33Q08B,SC33Q08C,SC33Q08D,SC33Q08E,SC33Q09A,SC33Q09B,SC33Q09C,SC33Q09D,SC33Q09E,SC33Q10A,SC33Q10B,SC33Q10C,SC33Q10D,SC33Q10E,SC33Q11A,SC33Q11B,SC33Q11C,SC33Q11D,SC33Q11E,SC33Q12A,SC33Q12B,SC33Q12C,SC33Q12D,SC33Q12E,SC34Q01,SC34Q02,SC34Q03,SC34Q04,SC34Q05,SC34Q06,SC34Q07,SC34Q08,SC34Q09,SC34Q10,SC34Q11,SC34Q12,SC34Q13,SC34Q14,SC34Q15,SC34Q16,SC34Q17,SC34Q18,SC34Q19,SC34Q20,SC34Q22,SC35Q01,SC35Q02,SC39Q01,SC39Q02,SC39Q03,SC39Q05,SC39Q06,SC39Q07,SC39Q08,SC39Q09,SC39Q10,SC40Q01,SC40Q02,SC40Q03,SC44Q01,SC44Q02,SC44Q03,SC44Q04,SC44Q05,SC44Q06,SC47Q01,SC45Q01,SC46Q01,SC46Q02,SC46Q03,SC46Q05,SC46Q04,SC46Q06,SC46Q09,SC52Q01,SC46Q07,SC46Q08,SC52Q02,SC51Q01,SC51Q02,ABGMATH,ASSESS,CLSIZE,COMPWEB,CREACTIV,LEADCOM,LEADINST,LEADPD,LEADTCH,MACTIV,MATHEXC,PCGIRLS,PROPCERT,PROPMA5A,PROPMATH,PROPQUAL,RATCMP15,RESPCUR,RESPRES,SCHAUTON,SCHLTYPE,SCHSEL,SCHSIZE,SCMATBUI,SCMATEDU,SMRATIO,STRATIO,STUDCLIM,TCFOCST,TCHPARTI,TCMORALE,TCSHORT,TEACCLIM,W_FSCHWT,SENWGT_SCQ,VER_SCQ
5656,Germany,2760000,DEU0101,OECD,Germany,130,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81,-0.36,,,,,,,,,,,,,,,24.03,1.7598,22NOV13
5657,Germany,2760000,DEU0210,OECD,Germany,131,Public,100.0,0.0,0.0,0.0,Town,Two or More,4,634.0,620.0,79.0,24.0,79.0,24.0,,,16.0,4.0,1.0,0.0,0.0,0.0,,,0.0,0.0,169.0,30.0,30.0,<10%,10-25%,51-75%,Very little,Very little,Very little,To some extent,To some extent,Very little,A lot,To some extent,To some extent,Very little,Very little,Very little,A lot,For some classes,For some classes,For some classes,For some classes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Remedial only,To some extent,To some extent,To some extent,To some extent,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,To some extent,To some extent,To some extent,Very little,To some extent,0.0,Minority of Parents,10.0,30.0,10.0,30.0,10.0,5.0,5.0,10.0,2.0,5.0,10.0,0.0,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Yes,No,Yes,No,No change,No change,A small change,A small change,A moderate change,A moderate change,A moderate change,Always,Always,Never,Sometimes,Never,Always,Sometimes,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,,2.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,,Once a week,Once a week,Once a week,Once a week,Once a week,More than once a week,Once a week,Once a week,Once a week,More than once a week,More than once a week,3-4 times during the year,Once a week,Once a month,Once a month,3-4 times during the year,3-4 times during the year,Once a month,1-2 times during the year,Once a month,1-2 times during the year,4.0,10.0,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Not likely,Not likely,Not likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,One of these forms of ability grouping between classes for s,,28.0,1.0,3.0,1.0746,1.1806,0.3739,0.9477,2.0,Either enrichment and remedial,0.494,1.0,0.0,0.198,,0.178,-0.81,-0.36,-0.3533,3.0,At least one always considered,1254.0,-0.763,-1.053,69.667,13.78,-1.0211,-0.6748,-1.0488,-0.7371,0.9454,-1.0394,21.2158,1.5537,22NOV13
5658,Germany,2760000,DEU0107,OECD,Germany,132,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81,-0.36,,,,,,,,,,,,,,,67.9605,4.9769,22NOV13
5659,Germany,2760000,DEU0109,OECD,Germany,133,Public,90.0,,,10.0,City,Two or More,2,148.0,150.0,17.0,14.0,17.0,14.0,,,5.0,1.0,,,3.0,,,,,,78.0,58.0,58.0,10-25%,26-50%,26-50%,To some extent,To some extent,Not at all,To some extent,To some extent,Very little,Very little,Very little,Very little,Very little,Very little,To some extent,To some extent,For some classes,For some classes,For some classes,Not for any classes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Both enrichment and remedial,To some extent,To some extent,To some extent,Very little,Very little,Very little,Very little,Very little,Very little,Very little,To some extent,A lot,Very little,Very little,Very little,Very little,Very little,Very little,Very little,4.0,Largely absent,10.0,20.0,20.0,10.0,5.0,10.0,5.0,2.0,0.0,4.0,0.0,0.0,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,No,No,Yes,Yes,No change,No change,A small change,No change,No change,No change,A small change,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,,Once a week,Once a week,3-4 times during the year,Once a month,Once a week,3-4 times during the year,3-4 times during the year,3-4 times during the year,Once a month,Once a month,Once a month,3-4 times during the year,Once a month,Once a month,Once a month,3-4 times during the year,1-2 times during the year,1-2 times during the year,3-4 times during the year,3-4 times during the year,3-4 times during the year,55.0,22.0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Likely,Likely,,Very likely,Likely,Likely,,,,,,,,,,,,,,,,One of these forms of ability grouping between classes for s,6.0,18.0,1.0,2.0,0.5331,0.0432,-0.6241,-0.0388,5.0,Both enrichment and remedial,0.503,1.0,0.545,0.229,,0.744,-0.81,-0.79,-0.6029,3.0,At least one always considered,298.0,-0.763,-0.3482,54.182,12.417,-0.8253,-0.6748,-1.8472,-0.7371,1.1868,-0.8958,149.2952,10.9332,22NOV13
5660,Germany,2760000,DEU0103,OECD,Germany,134,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81,-0.36,,,,,,,,,,,,,,,60.8961,4.4595,22NOV13
5661,Germany,2760000,DEU0101,OECD,Germany,135,Public,100.0,0.0,0.0,0.0,Small Town,One Other,1,123.0,82.0,11.0,6.0,,,,,,,,,,,,,,,16.0,18.0,18.0,,51-75%,51-75%,A lot,A lot,To some extent,Very little,To some extent,Very little,Very little,Very little,To some extent,To some extent,Very little,Very little,Very little,Not for any classes,Not for any classes,Not for any classes,Not for any classes,No,No,No,Yes,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,No,No,,Very little,Very little,Very little,Very little,Very little,Very little,Not at all,Very little,Very little,Very little,A lot,To some extent,A lot,To some extent,Very little,A lot,To some extent,Not at all,Very little,3.0,Largely absent,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,No,No,Yes,No,,,,,,,,Never,Never,Never,Never,Never,Never,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,Once a week,Once a month,Once a month,Once a month,Once a week,More than once a week,Once a week,Once a week,Once a week,Once a week,Once a week,Did not occur,Once a month,Once a month,Once a month,Once a month,1-2 times during the year,Once a month,Once a month,Once a month,Did not occur,,,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Not likely,Likely,Not likely,Likely,Likely,,,,,,,,,,,,,,,,,No ability grouping between any classes,2.0,13.0,1.0,0.0,0.5331,1.1806,0.1183,-0.0388,0.0,,0.4,,,,,1.125,1.44,-0.7,-0.3533,3.0,Two factors are never considered,205.0,-0.1662,-0.6941,,14.643,0.0882,-1.2132,0.7801,-0.7371,2.093,-1.5763,281.7601,20.6338,22NOV13
5662,Germany,2760000,DEU0102,OECD,Germany,136,Public,100.0,0.0,0.0,0.0,Small Town,Two or More,4,261.0,272.0,33.0,10.0,33.0,10.0,,,4.0,2.0,4.0,2.0,4.0,2.0,,,,,99.0,120.0,120.0,10-25%,10-25%,10-25%,Not at all,Not at all,Not at all,Not at all,Very little,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not for any classes,For some classes,Not for any classes,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Both enrichment and remedial,Not at all,Not at all,Very little,Not at all,Not at all,Not at all,Not at all,Very little,Very little,Very little,Very little,Very little,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,20.0,5.0,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,,Strongly agree,Strongly agree,Yes,Yes,Yes,Yes,A small change,A small change,A small change,A small change,A moderate change,A small change,A small change,Always,Always,Never,Always,Never,Never,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,,2.0,1.0,2.0,2.0,,2.0,1.0,2.0,1.0,,2.0,2.0,2.0,1.0,,More than once a week,More than once a week,Once a week,More than once a week,More than once a week,More than once a week,Once a week,Once a week,Once a week,More than once a week,More than once a week,1-2 times during the year,Once a week,Once a month,1-2 times during the year,3-4 times during the year,Once a month,Did not occur,More than once a week,,1-2 times during the year,100.0,50.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very likely,Not likely,Not likely,Not likely,Very likely,,,,,,,,,,,,,,,,,One of these forms of ability grouping between classes for s,,28.0,1.0,3.0,1.4765,1.5109,0.3739,0.6907,5.0,Both enrichment and remedial,0.51,1.0,1.0,0.132,,1.212,-0.62,-0.7,-0.8313,3.0,At least one always considered,533.0,1.3052,1.1619,106.6,14.026,1.5235,1.927,0.2924,1.4452,-1.0911,0.8778,37.0809,2.7155,22NOV13
5663,Germany,2760000,DEU0109,OECD,Germany,137,Public,,,,,City,Two or More,5,496.0,495.0,47.0,19.0,,,,,12.0,3.0,12.0,3.0,0.0,0.0,,,0.0,0.0,123.0,65.0,55.0,26-50%,>75%,>75%,Not at all,Not at all,Not at all,Not at all,Very little,Not at all,Not at all,Not at all,Very little,A lot,Not at all,Not at all,Not at all,Not for any classes,Not for any classes,For some classes,For all classes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,No,No,No,No,No,No,No,No,No,,Not at all,Not at all,Not at all,Not at all,Very little,Very little,Not at all,Very little,Very little,Not at all,Very little,To some extent,Not at all,To some extent,To some extent,To some extent,To some extent,Not at all,Very little,0.0,,5.0,5.0,65.0,10.0,0.0,5.0,0.0,0.0,0.0,10.0,2.0,1.0,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Yes,No,No,No,No change,No change,No change,No change,No change,No change,No change,Sometimes,Always,Never,Never,Never,Always,,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,,3-4 times during the year,3-4 times during the year,1-2 times during the year,3-4 times during the year,Did not occur,3-4 times during the year,3-4 times during the year,3-4 times during the year,1-2 times during the year,3-4 times during the year,3-4 times during the year,Did not occur,1-2 times during the year,3-4 times during the year,Did not occur,Did not occur,Did not occur,Once a week,Did not occur,3-4 times during the year,1-2 times during the year,,100.0,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Likely,Not likely,Not likely,Very likely,Not likely,Not likely,,,,,,,,,,,,,,,,No ability grouping between any classes,2.0,33.0,0.846,3.0,-0.6467,-1.2063,-1.7186,-1.4684,2.0,,0.499,,0.0,0.239,,0.528,-0.81,-0.67,-0.6029,3.0,At least one always considered,991.0,1.3052,0.018,73.407,17.54,1.1879,-1.7632,-1.8472,0.4686,-1.0911,-0.7478,31.4285,2.3016,22NOV13
5664,Germany,2760000,DEU0102,OECD,Germany,138,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81,-0.36,,,,,,,,,,,,,,,89.6123,6.5625,22NOV13
5665,Germany,2760000,DEU0107,OECD,Germany,139,Public,95.0,0.0,2.0,3.0,City,Two or More,4,439.0,552.0,43.0,37.0,43.0,35.0,,,10.0,5.0,10.0,5.0,10.0,3.0,,,0.0,0.0,117.0,50.0,50.0,10-25%,10-25%,26-50%,Not at all,Not at all,Not at all,To some extent,Not at all,Very little,To some extent,Very little,To some extent,Not at all,To some extent,A lot,Very little,Not for any classes,Not for any classes,Not for any classes,For all classes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Remedial only,To some extent,Very little,To some extent,To some extent,Not at all,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Not at all,Very little,To some extent,Very little,Very little,Very little,Very little,1.0,Minority of Parents,30.0,20.0,30.0,20.0,10.0,5.0,2.0,3.0,2.0,1.0,5.0,0.0,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Yes,No,No,Yes,No change,No change,A moderate change,A moderate change,A moderate change,A small change,A moderate change,Sometimes,Sometimes,Never,Always,Always,Sometimes,Sometimes,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,,Once a week,3-4 times during the year,3-4 times during the year,Once a month,Once a month,Once a month,More than once a week,Once a week,More than once a week,More than once a week,More than once a week,3-4 times during the year,More than once a week,3-4 times during the year,3-4 times during the year,Once a month,3-4 times during the year,1-2 times during the year,3-4 times during the year,Once a month,3-4 times during the year,5.0,25.0,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Not likely,Not likely,Not likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,No ability grouping between any classes,5.0,28.0,1.0,3.0,-0.0958,0.493,1.7628,0.9477,3.0,Either enrichment and remedial,0.557,0.984,0.92,0.203,,0.427,-0.43,-0.62,-0.3533,3.0,At least one sometimes but neither always,991.0,-1.0894,-0.1702,79.28,16.114,-0.6182,-0.6748,0.7801,-0.7371,0.1524,-0.4382,32.3924,2.3722,22NOV13
5666,Germany,2760000,DEU0210,OECD,Germany,140,Private,93.0,1.0,1.0,6.0,Small Town,One Other,5,430.0,381.0,44.0,11.0,44.0,5.0,,,7.0,1.0,7.0,1.0,7.0,1.0,,,0.0,0.0,93.0,30.0,30.0,10-25%,10-25%,<10%,Not at all,Very little,Not at all,Very little,Very little,Not at all,Not at all,Not at all,Very little,Not at all,Not at all,Not at all,Not at all,Not for any classes,Not for any classes,For some classes,For all classes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Both enrichment and remedial,Very little,Not at all,Very little,Very little,Not at all,Very little,Not at all,Very little,Not at all,Very little,Very little,Not at all,Very little,Not at all,Very little,Not at all,Very little,Not at all,Not at all,0.0,Largely absent,1.0,1.0,40.0,5.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,0.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Yes,Yes,Yes,No,No change,No change,No change,A small change,A small change,A small change,A small change,Always,Sometimes,Always,Sometimes,Always,Never,Sometimes,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,,2.0,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,2.0,,Once a week,Once a month,Once a month,Once a month,Once a month,More than once a week,Once a month,Once a month,3-4 times during the year,Once a week,Once a week,3-4 times during the year,Once a month,Once a month,3-4 times during the year,1-2 times during the year,1-2 times during the year,1-2 times during the year,Once a month,Once a month,3-4 times during the year,3.0,25.0,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Not likely,Not likely,Not likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,No ability grouping between any classes,6.0,33.0,1.0,3.0,0.5331,0.7066,-0.6241,0.4499,4.0,Both enrichment and remedial,0.47,0.939,1.0,0.152,,0.323,-0.43,-0.36,1.6038,2.0,At least one always considered,811.0,1.3052,0.7524,108.133,16.384,0.6173,-1.2132,-0.1437,1.4452,0.1524,0.6468,34.2882,2.511,22NOV13
5667,Germany,2760000,DEU0210,OECD,Germany,141,Public,,,,,Town,Two or More,4,338.0,388.0,41.0,13.0,,,,,10.0,1.0,,,,,,,,,89.0,70.0,,10-25%,26-50%,>75%,A lot,Very little,Not at all,To some extent,A lot,To some extent,To some extent,Not at all,To some extent,A lot,A lot,A lot,A lot,Not for any classes,Not for any classes,Not for any classes,For all classes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Remedial only,Very little,Very little,Very little,Very little,Very little,Very little,Not at all,Very little,Not at all,Very little,To some extent,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,0.0,Largely absent,4.0,10.0,40.0,80.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Agree,No,Yes,Yes,Yes,No change,No change,A small change,A moderate change,No change,No change,No change,Sometimes,Always,Never,Never,Never,Always,Never,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,,1.0,2.0,2.0,1.0,,More than once a week,Once a month,3-4 times during the year,3-4 times during the year,3-4 times during the year,Once a week,Once a month,3-4 times during the year,Once a month,Once a month,Once a month,Did not occur,Once a month,3-4 times during the year,Once a month,1-2 times during the year,3-4 times during the year,3-4 times during the year,Did not occur,Once a week,1-2 times during the year,0.0,0.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Not likely,Not likely,Not likely,Not likely,Likely,Likely,,,,,,,,,,,,,,,,No ability grouping between any classes,6.0,28.0,,3.0,-0.0958,0.0432,-0.3717,-0.6535,3.0,Either enrichment and remedial,0.534,,,0.221,,0.787,-0.81,-0.62,-0.3533,3.0,At least one always considered,726.0,-2.755,-1.2473,69.143,15.284,0.0882,0.0095,0.7801,1.4452,1.1868,-0.4382,49.1961,3.6027,22NOV13
5668,Germany,2760000,DEU0102,OECD,Germany,142,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81,-0.36,,,,,,,,,,,,,,,33.9583,2.4868,22NOV13
