,CNT,SUBNATIO,STRATUM,OECD,NC,SCHOOLID,STIDSTD,PA01Q01,PA01Q02,PA01Q03,PA02Q01,PA02Q02,PA03Q01,PA03Q02,PA03Q03,PA03Q04,PA05Q01,PA05Q02,PA05Q03,PA05Q04,PA07Q01,PA08Q01,PA09Q01,PA09Q02,PA09Q03,PA09Q04,PA09Q05,PA09Q06,PA09Q07,PA10Q01,PA10Q02,PA10Q03,PA10Q04,PA10Q05,PA10Q06,PA10Q07,PA10Q08,PA10Q09,PA10Q10,PA10Q11,PA11Q01,PA12Q01,PA12Q02,PA12Q03,PA12Q04,PA12Q05,PA12Q06,PA12Q07,PA12Q08,PA12Q09,PA12Q10,PA12Q11,PA13Q01,PA13Q02,PA13Q03,PA13Q04,PA13Q05,PA13Q06,PA13Q07,PA14Q01,PA14Q02,PA14Q03,PA14Q04,PA15Q01,PA15Q02,PA15Q03,PA15Q04,PA15Q05,PA18Q01,PA18Q02,PA18Q03,PA19Q01,PA19Q02,PA19Q03,PA19Q04,PA19Q05,PA19Q06,PA21Q01,PA21Q02,PA21Q03,PA21Q04,PA21Q05,PA21Q06,PA22Q01,PA23Q01,PA24N0101,PA24N0102,PA24N0103,PA24N0104,PA24N0105,PA24N0106,PA24N0107,PA24N0108,PA24N0109,PA24N0110,PA24N0111,PA24N0112,PA24N0113,PA24N0201,PA24N0202,PA24N0203,PA24N0204,PA24N0205,PA24N0206,PA24N0207,PA24N0208,PA24N0209,PA24N0210,PA24N0211,PA24N0212,PA24N0213,PA25Q01,PA25Q02,OCOD3,OCOD4,OCOD5,PARINVOL,PARSUPP,PQBFMJ,PQBMMJ,PQCITIZF,PQCITIZM,PQCOB_F,PQCOB_M,PQCOB_MGM,PQCOB_MGF,PQCOB_PGM,PQCOB_PGF,PQEDASP,PQFISCED,PQHISCED,PQHISEI,PQIMMIGF,PQIMMIGM,PQLANGNF,PQLANGNM,PQMCAR,PQMIMP,PQMISCED,PQOCCASP,PQSCHOOL,SENWGT_PAQ,VER_PAQ
11689,Germany,2760000,DEU0210,OECD,Germany,84,1844,Tick,No tick,No tick,46 � 50 years,46 � 50 years,,,,,Yes,,,,<$E> or more,Nothing,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,No,No,No,Yes,No,No,No,No,No,No,No,Two or more,Important,Important,Somewhat important,Not important,Not important,Not important,Not important,Not important,Important,Somewhat important,Important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a week,Never or hardly ever,Once or twice a year,Agree,Agree,Agree,Agree,Yes,Yes,Yes,No,No,"No, Never","No, Never",,No tick,No tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Social welfare managers,Regulatory government associate professionals,Missing,-0.6314,-0.3004,61.6,65.01,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,,,1.0,65.01,1.0,1.0,German ,German ,0.4708,-0.4255,1.0,,-1.0793,0.3161,22NOV13
11690,Germany,2760000,DEU0210,OECD,Germany,84,1846,Tick,Tick,No tick,51 years or older,51 years or older,No,Yes,Yes,,No,Yes,Yes,,<$D> or more but less than <$E>,<$Y or more but less than $Z>,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,No,No,Yes,No,No,No,No,No,No,No,No,Two or more,Important,Important,Important,Not important,Not important,Important,Important,Not important,Important,Important,Important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a week,Never or hardly ever,Once or twice a week,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,No,Yes,No,"No, Never","No, Never",,No tick,Tick,Tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Housewife,Managers,Missing,-0.6314,0.0131,65.12,,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3B, C",3.0,3.0,65.12,1.0,1.0,German ,German ,0.4708,1.2956,3.0,,-1.2871,0.3309,22NOV13
11691,Germany,2760000,DEU0210,OECD,Germany,84,1847,No tick,Tick,No tick,46 � 50 years,46 � 50 years,Yes,,,,Yes,,,,<$C> or more but less than <$D>,<$X or more but less than $Y>,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Two or more,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a week,Once or twice a year,Once or twice a month,Strongly agree,Agree,Disagree,Agree,No,,No,,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Town and traffic planners,Religious professionals,Missing,1.1701,0.165,71.55,79.74,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",1.0,1.0,79.74,1.0,1.0,German ,German ,-1.0409,-0.4255,1.0,,-1.0793,0.3161,22NOV13
11692,Germany,2760000,DEU0210,OECD,Germany,84,1849,No tick,Tick,No tick,46 � 50 years,46 � 50 years,Yes,No,Yes,,No,Yes,Yes,,<$E> or more,<$W or more but less than $X>,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Two or more,Not important,Very important,Very important,Important,Important,Not important,Not important,Not important,Important,Important,Important,Once or twice a week,Once or twice a month,Once or twice a week,Never or hardly ever,Never or hardly ever,Never or hardly ever,Never or hardly ever,Agree,Disagree,Agree,Agree,No,Yes,No,No,No,"No, Never","No, Never",,No tick,No tick,No tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,"Cleaners and helpers in offices, hotels and other establishm",Managers,Specialist medical practitioners ,0.7501,-1.6804,65.12,14.21,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",3.0,3.0,65.12,1.0,1.0,German ,German ,-0.4243,-0.9553,3.0,81.92,1.7172,0.3161,22NOV13
11693,Germany,2760000,DEU0210,OECD,Germany,84,1850,No tick,Tick,No tick,46 � 50 years,41 � 45 years,No,No,Yes,,No,No,Yes,,<$E> or more,<$W or more but less than $X>,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,No,No,No,Yes,No,No,Two or more,Important,Important,Important,Not important,Not important,Not important,Very important,Important,Very important,Important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a week,Every day or almost every day,Once or twice a week,Once or twice a week,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Medical assistants,Information and communications technology operations technic,Do not know,-0.1254,1.3249,61.07,44.92,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3B, C",3.0,3.0,61.07,1.0,1.0,German ,German ,-0.4243,1.2956,3.0,,1.7172,0.3161,22NOV13
11694,Germany,2760000,DEU0210,OECD,Germany,84,1851,Tick,No tick,No tick,46 � 50 years,46 � 50 years,No,No,No,,No,No,No,,,<$X or more but less than $Y>,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Two or more,Important,Very important,Important,Somewhat important,Important,Not important,Not important,Not important,Very important,Important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a week,Once or twice a year,Once or twice a year,Agree,Agree,Agree,Strongly agree,Yes,Yes,No,No,No,"No, Never","No, Never",,Tick,No tick,Tick,Tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,General office clerks,Buyers,Missing,0.315,0.165,56.35,43.33,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3A, ISCED 4",0.0,0.0,56.35,1.0,1.0,German ,German ,0.0485,0.1017,0.0,,-1.657,0.3161,22NOV13
11695,Germany,2760000,DEU0109,OECD,Germany,85,1852,Tick,No tick,No tick,41 � 45 years,36 � 40 years,Yes,Yes,Yes,,Yes,Yes,Yes,,<$B> or more but less than <$C>,<$Z> or more,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,No,No,No,No,No,No,No,No,No,No,No,One other,Somewhat important,Important,Very important,Not important,Somewhat important,Important,Somewhat important,Somewhat important,Important,Somewhat important,Important,Once or twice a year,Once or twice a month,Once or twice a year,Once or twice a week,Every day or almost every day,Once or twice a month,Once or twice a month,Agree,Strongly agree,Disagree,Agree,No,Yes,Yes,Yes,Yes,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Other country,Other country,,,,,28,27,Not selected,Greece ,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Greece ,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Other language,Other language,Waiters,Cooks,Medical doctors,-1.4809,-0.4659,24.53,25.04,3.0,3.0,Greece ,Greece ,Missing,Missing,Missing,Missing,"ISCED 5A, 6",3.0,3.0,25.04,,,Greek,Greek,0.9496,-0.4255,3.0,88.7,1.3879,0.3717,22NOV13
11696,Germany,2760000,DEU0109,OECD,Germany,85,1853,Tick,Tick,No tick,46 � 50 years,46 � 50 years,,Yes,,,,,,,<$B> or more but less than <$C>,<$W or more but less than $X>,Disagree,Agree,Disagree,,Disagree,Strongly disagree,Disagree,Yes,No,No,No,No,No,No,No,No,No,No,No others,Important,Important,Somewhat important,Not important,Not important,Not important,Not important,Not important,Important,Somewhat important,Important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a month,Once or twice a year,Once or twice a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,Yes,Yes,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Freight handlers,Structural-metal preparers and erectors,Missing,-0.6314,-0.3004,26.6,17.69,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3B, C",2.0,2.0,26.6,1.0,1.0,German ,German ,0.0485,1.2956,,,-1.8619,0.3717,22NOV13
11697,Germany,2760000,DEU0109,OECD,Germany,85,1857,No tick,Tick,No tick,41 � 45 years,41 � 45 years,Yes,No,Yes,,No,No,No,,<$E> or more,<$W or more but less than $X>,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No others,Important,Important,Important,Not important,Not important,Not important,Not important,Somewhat important,Important,Important,Important,Once or twice a year,Every day or almost every day,Every day or almost every day,Once or twice a week,Once or twice a year,Never or hardly ever,Once or twice a year,Agree,Agree,Agree,Agree,No,No,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Nursing associate professionals,Health services managers,Missing,0.315,-0.6372,65.01,56.0,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3B, C",3.0,3.0,65.01,1.0,1.0,German ,German ,-1.2159,-0.4255,0.0,,-0.0994,0.3967,22NOV13
11698,Germany,2760000,DEU0109,OECD,Germany,85,1859,Tick,Tick,No tick,41 � 45 years,46 � 50 years,Yes,No,No,,Yes,No,Yes,,<$E> or more,Nothing,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No others,Important,Important,Somewhat important,Not important,Not important,Not important,Important,,Important,Important,Important,Once or twice a month,Every day or almost every day,Every day or almost every day,Once or twice a year,Once or twice a month,Never or hardly ever,Once or twice a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Social work and counselling professionals,Medical doctors,Do not know,0.315,-0.6372,88.7,70.5,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",1.0,3.0,88.7,1.0,1.0,German ,German ,-0.2626,1.2956,3.0,,-2.1813,0.3717,22NOV13
11699,Germany,2760000,DEU0109,OECD,Germany,85,1861,Tick,No tick,No tick,46 � 50 years,41 � 45 years,No,Yes,Yes,,No,No,Yes,,,<$W or more but less than $X>,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,No,No,No,No,No,No,No,Yes,No,No,One other,Important,Very important,Very important,Somewhat important,Somewhat important,Not important,Important,Important,Very important,Very important,Very important,Once or twice a month,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a month,Never or hardly ever,Once or twice a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Dental assistants and therapists,Welders and flamecutters,Do not know,-0.6314,-0.813,28.52,47.83,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",3.0,3.0,47.83,1.0,1.0,German ,German ,-0.4243,1.2956,3.0,,-0.0994,0.3967,22NOV13
11700,Germany,2760000,DEU0109,OECD,Germany,85,1865,Tick,No tick,No tick,41 � 45 years,41 � 45 years,No,No,Yes,,No,No,Yes,,Less than <$A>,<$W or more but less than $X>,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,No,No,No,No,No,No,No,No,No,No,No,No others,Somewhat important,Important,Not important,Not important,Not important,Not important,Not important,Somewhat important,Somewhat important,Important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a year,Once or twice a week,Once or twice a year,Once or twice a month,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,Tick,Tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Domestic housekeepers,Numerical and material recording clerks,Missing,-1.4809,0.0131,44.08,32.2,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 5B,3.0,3.0,44.08,1.0,1.0,German ,German ,0.0485,1.2956,3.0,,-1.8317,0.3717,22NOV13
11701,Germany,2760000,DEU0109,OECD,Germany,85,1866,No tick,Tick,No tick,51 years or older,,,,Yes,,,,Yes,,Less than <$A>,<$X or more but less than $Y>,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,One other,Important,Important,Important,Important,Somewhat important,Not important,Important,Important,Very important,Very important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a week,Once or twice a year,Once or twice a week,Agree,Agree,Agree,Agree,No,No,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,,,,,,,18,20,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Language of test,Missing,Agricultural and industrial machinery mechanics and repairer,Teaching professionals,0.7501,0.4764,31.72,,1.0,1.0,Missing,Missing,Missing,Missing,Missing,Missing,"ISCED 5A, 6",3.0,3.0,31.72,,,German ,Missing,-1.2159,-0.4255,3.0,75.54,-1.4771,0.3717,22NOV13
11702,Germany,2760000,DEU0109,OECD,Germany,85,1867,Tick,No tick,No tick,51 years or older,46 � 50 years,No,Yes,No,,No,,Yes,,<$B> or more but less than <$C>,Nothing,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,No,No,No,No,No,No,No,No,No,One other,Important,Very important,Important,Somewhat important,Not important,Not important,Important,Important,Very important,Very important,Very important,Once or twice a month,Once or twice a week,Every day or almost every day,Never or hardly ever,Once or twice a week,Once or twice a year,Once or twice a year,Agree,Agree,Strongly agree,Agree,No,No,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,Tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Shop supervisors,Plumbers and pipe fitters,Advertising and marketing professionals,-1.4809,-0.6372,29.16,44.14,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3A, ISCED 4",2.0,3.0,44.14,1.0,1.0,German ,German ,-1.2159,0.1017,3.0,73.91,-1.657,0.3717,22NOV13
11703,Germany,2760000,DEU0109,OECD,Germany,85,1868,Tick,No tick,No tick,51 years or older,41 � 45 years,Yes,No,No,,Yes,No,No,,<$E> or more,Nothing,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No others,Important,Very important,Important,Somewhat important,Not important,Not important,Not important,Not important,Very important,Important,Very important,Once or twice a month,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a month,Never or hardly ever,Once or twice a month,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,No,Yes,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Pharmacists,Pharmacists,Physicists and astronomers,0.7501,-0.6372,81.13,81.13,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",1.0,1.0,81.13,1.0,1.0,German ,German ,0.4708,1.2956,1.0,84.61,0.6338,0.3717,22NOV13
11704,Germany,2760000,DEU0109,OECD,Germany,85,1870,Tick,No tick,No tick,46 � 50 years,46 � 50 years,No,No,Yes,,No,No,Yes,,,<$Y or more but less than $Z>,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Yes,No,No,No,No,No,No,Yes,Yes,No,No,One other,Somewhat important,Very important,Very important,Somewhat important,Important,Somewhat important,Somewhat important,Important,Very important,Very important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a week,Once or twice a month,Once or twice a month,Agree,Agree,Agree,Agree,No,Yes,No,Yes,No,"No, Never","No, Never",,No tick,Tick,Tick,Tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Information technology trainers,Spray painters and varnishers,Information and communications technology professionals,0.315,0.4764,24.49,68.88,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3A, ISCED 4",3.0,3.0,68.88,1.0,1.0,German ,German ,0.0485,-0.4255,3.0,75.13,-1.657,0.3717,22NOV13
11705,Germany,2760000,DEU0109,OECD,Germany,85,1871,No tick,Tick,No tick,46 � 50 years,46 � 50 years,No,Yes,Yes,,No,Yes,Yes,,<$E> or more,<$X or more but less than $Y>,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No,No,No,No,No,No,No,Yes,No,No,One other,Somewhat important,Somewhat important,Important,Not important,Somewhat important,Not important,Important,Somewhat important,Very important,Very important,Important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a year,Once or twice a week,Never or hardly ever,Once or twice a month,Agree,Agree,Agree,Agree,Yes,No,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Financial and investment advisers,Securities and finance dealers and brokers,Advertising and marketing professionals,-0.1254,0.0131,72.27,75.5,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",3.0,3.0,75.5,1.0,1.0,German ,German ,-0.4243,-0.4255,3.0,73.91,-0.0994,0.4442,22NOV13
11706,Germany,2760000,DEU0109,OECD,Germany,85,1873,Tick,No tick,No tick,41 � 45 years,41 � 45 years,No,No,No,,No,No,Yes,,,,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,No,Yes,No,No,No,No,No,No,No,No,No,No others,Important,Very important,Very important,Not important,Not important,Not important,Somewhat important,Somewhat important,Very important,Very important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a week,Never or hardly ever,Once or twice a year,Agree,Disagree,Agree,Disagree,No,No,No,No,No,"No, Never","No, Never",,No tick,No tick,No tick,No tick,Tick,Tick,,,Other country,Other country,Country of test,Country of test,20,22,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Poland ,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Accounting and bookkeeping clerks,Transport clerks,Missing,-0.6314,-0.3004,41.27,50.37,1.0,3.0,Missing,Missing,Poland ,Poland ,Germany,Germany,"ISCED 5A, 6",0.0,3.0,50.37,,,German ,German ,-1.2159,-1.2776,3.0,,0.3309,0.3717,22NOV13
11707,Germany,2760000,DEU0109,OECD,Germany,85,1874,No tick,Tick,No tick,51 years or older,41 � 45 years,No,Yes,No,,No,No,No,,<$C> or more but less than <$D>,,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Yes,No,No,No,No,No,No,No,Yes,No,No,Two or more,Important,Important,Important,Not important,Not important,Somewhat important,Somewhat important,Not important,Important,Somewhat important,Very important,Once or twice a month,Once or twice a week,Every day or almost every day,Never or hardly ever,Once or twice a month,Once or twice a year,Once or twice a month,Disagree,Disagree,Agree,Agree,No,Yes,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Other country,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Regulatory government associate professionals,Ambulance workers,Do not know,-0.1254,-0.6372,53.15,61.6,1.0,1.0,Germany,Germany,Germany,Germany,Poland ,Germany,"ISCED 3B, C",2.0,2.0,61.6,1.0,1.0,German ,German ,-0.4243,-1.2776,0.0,,-1.0793,0.4442,22NOV13
