,CNTRYID,CNT,CNTSCHID,CNTSTUID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST_QQQ,ST016Q01NA,ST038Q01NA,ST038Q02NA,ST038Q03NA,ST038Q04NA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST038Q08NA
428,276.0,DEU,27600016.0,27607848.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,2.0,2.0,1.0,1.0,1.0,2.0
429,276.0,DEU,27600016.0,27612260.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,2.0,1.0,1.0,1.0,1.0,1.0
430,276.0,DEU,27600016.0,27611030.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,0.0,,,1.0,1.0,1.0,1.0,1.0,4.0
431,276.0,DEU,27600016.0,27601980.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
432,276.0,DEU,27600016.0,27607873.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,1.0,1.0,3.0,1.0,1.0,1.0
433,276.0,DEU,27600016.0,27612131.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
434,276.0,DEU,27600016.0,27611227.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,1.0,1.0,1.0,1.0,1.0
435,276.0,DEU,27600016.0,27609922.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,,,,3.0,1.0,,2.0,,1.0
436,276.0,DEU,27600016.0,27607075.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
437,276.0,DEU,27600016.0,27604207.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,2.0,1.0,1.0,1.0,2.0
438,276.0,DEU,27600016.0,27603126.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0
439,276.0,DEU,27600016.0,27600642.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,2.0,1.0,1.0,1.0,2.0
440,276.0,DEU,27600016.0,27608235.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,2.0
441,276.0,DEU,27600016.0,27607537.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,2.0,2.0,1.0,1.0,1.0,2.0
442,276.0,DEU,27600016.0,27606080.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,3.0,4.0,1.0,1.0,1.0,2.0
443,276.0,DEU,27600016.0,27608916.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,1.0,1.0,1.0,1.0,1.0,2.0
444,276.0,DEU,27600016.0,27608183.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,1.0,1.0,1.0,1.0,1.0
445,276.0,DEU,27600016.0,27604698.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
446,276.0,DEU,27600016.0,27603362.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,,,2.0,2.0,3.0,3.0,1.0,1.0
447,276.0,DEU,27600016.0,27607952.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0
448,276.0,DEU,27600016.0,27604005.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
449,276.0,DEU,27600016.0,27602425.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,,,,,,
450,276.0,DEU,27600017.0,27611666.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0
451,276.0,DEU,27600017.0,27600454.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0
452,276.0,DEU,27600017.0,27601981.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,2.0,4.0,2.0,2.0,1.0,2.0
453,276.0,DEU,27600017.0,27608506.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,,,,,,,,,
454,276.0,DEU,27600017.0,27612068.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,2.0,1.0,1.0,1.0,2.0
455,276.0,DEU,27600017.0,27606415.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
456,276.0,DEU,27600017.0,27603228.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,,,,,,
457,276.0,DEU,27600017.0,27603060.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,3.0,4.0,2.0,3.0,4.0,4.0
458,276.0,DEU,27600017.0,27603916.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,,,,,,,,,
459,276.0,DEU,27600017.0,27610982.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,2.0,2.0,1.0,2.0,2.0,2.0
460,276.0,DEU,27600017.0,27605711.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,2.0,,,3.0,3.0,3.0,3.0,3.0,
461,276.0,DEU,27600017.0,27607085.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,,,,,,
462,276.0,DEU,27600017.0,27606456.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,,,,1.0,1.0,1.0,1.0,1.0,1.0
463,276.0,DEU,27600017.0,27611192.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,2.0,2.0,2.0,2.0,3.0,3.0
464,276.0,DEU,27600017.0,27607169.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,,,,,,
465,276.0,DEU,27600017.0,27604521.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,1.0,3.0,1.0,2.0,1.0,3.0
466,276.0,DEU,27600017.0,27600259.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
467,276.0,DEU,27600017.0,27601580.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,,,,,,
468,276.0,DEU,27600017.0,27602778.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,2.0,1.0,2.0,1.0,1.0
469,276.0,DEU,27600017.0,27604319.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,1.0,1.0,1.0,1.0,1.0
470,276.0,DEU,27600017.0,27612327.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,2.0,1.0,2.0,1.0,1.0
471,276.0,DEU,27600017.0,27608056.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,,,4.0,4.0,1.0,4.0,4.0,4.0
472,276.0,DEU,27600017.0,27611627.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0
473,276.0,DEU,27600018.0,27607038.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,1.0,1.0,1.0,1.0,1.0,2.0
474,276.0,DEU,27600018.0,27601310.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,2.0,3.0,1.0,2.0,1.0,1.0
475,276.0,DEU,27600018.0,27606226.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0
476,276.0,DEU,27600018.0,27612196.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
477,276.0,DEU,27600018.0,27610908.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
478,276.0,DEU,27600018.0,27612362.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,1.0,,,1.0,2.0,1.0,1.0,1.0,2.0
479,276.0,DEU,27600018.0,27612082.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,3.0,3.0,1.0,1.0,1.0,3.0
480,276.0,DEU,27600018.0,27600894.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,2.0,1.0,1.0,2.0,2.0
481,276.0,DEU,27600018.0,27604331.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,3.0,1.0,1.0,1.0,1.0,3.0
482,276.0,DEU,27600018.0,27601923.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,2.0,1.0,1.0,1.0,1.0
483,276.0,DEU,27600018.0,27601036.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,2.0,2.0,1.0,1.0,1.0,1.0
484,276.0,DEU,27600018.0,27600764.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,2.0,1.0,1.0,1.0,3.0
485,276.0,DEU,27600018.0,27600407.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,3.0,3.0,1.0,1.0,1.0,2.0
486,276.0,DEU,27600018.0,27606600.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,1.0,2.0,1.0,1.0,1.0,1.0
487,276.0,DEU,27600018.0,27600166.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,2.0,1.0,1.0,1.0,1.0
488,276.0,DEU,27600018.0,27607724.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,,,4.0,4.0,2.0,3.0,2.0,4.0
489,276.0,DEU,27600018.0,27608801.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0
490,276.0,DEU,27600018.0,27605024.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,2.0,1.0,1.0,1.0,1.0
491,276.0,DEU,27600018.0,27610467.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
492,276.0,DEU,27600018.0,27603703.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,3.0,1.0,1.0,1.0,2.0
493,276.0,DEU,27600018.0,27609996.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0
494,276.0,DEU,27600018.0,27605821.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,2.0,1.0,2.0
495,276.0,DEU,27600018.0,27600845.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,,,2.0,2.0,1.0,1.0,1.0,2.0
496,276.0,DEU,27600018.0,27601991.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,2.0,1.0,1.0,1.0,1.0
497,276.0,DEU,27600019.0,27609724.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
498,276.0,DEU,27600019.0,27610368.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,,,2.0,1.0,1.0,1.0,1.0,1.0
499,276.0,DEU,27600019.0,27610135.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,1.0,1.0,1.0,1.0,1.0
500,276.0,DEU,27600019.0,27609874.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
501,276.0,DEU,27600019.0,27609159.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
502,276.0,DEU,27600019.0,27605965.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,2.0,,,1.0,1.0,1.0,2.0,2.0,1.0
503,276.0,DEU,27600019.0,27604861.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0
504,276.0,DEU,27600019.0,27602562.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,2.0,2.0,1.0,1.0,1.0,3.0
505,276.0,DEU,27600019.0,27607397.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,3.0,2.0,2.0,2.0,1.0,3.0
506,276.0,DEU,27600019.0,27608109.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,3.0,1.0,1.0,2.0,1.0,2.0
507,276.0,DEU,27600019.0,27612132.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0
508,276.0,DEU,27600019.0,27604564.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
509,276.0,DEU,27600019.0,27609823.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,2.0,1.0,1.0,1.0,2.0,2.0
510,276.0,DEU,27600019.0,27607041.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0
511,276.0,DEU,27600019.0,27604494.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,2.0,1.0,1.0,1.0,1.0
512,276.0,DEU,27600019.0,27601677.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,1.0,2.0,1.0,2.0,1.0
513,276.0,DEU,27600019.0,27603657.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,3.0,1.0,1.0,1.0,1.0
514,276.0,DEU,27600019.0,27605280.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0
515,276.0,DEU,27600019.0,27604210.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,2.0,1.0,1.0,1.0,1.0
516,276.0,DEU,27600019.0,27609298.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,1.0,1.0,1.0,1.0,1.0,4.0
517,276.0,DEU,27600019.0,27600510.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
518,276.0,DEU,27600019.0,27603668.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,1.0,1.0,1.0,1.0,1.0
519,276.0,DEU,27600019.0,27607424.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,2.0,1.0,2.0,1.0,1.0
520,276.0,DEU,27600019.0,27609231.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,1.0,1.0,1.0,1.0,2.0
521,276.0,DEU,27600019.0,27611724.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,3.0,1.0,1.0,1.0,1.0
522,276.0,DEU,27600019.0,27607616.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,1.0,1.0,2.0,1.0,1.0
523,276.0,DEU,27600019.0,27607206.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,,,3.0,2.0,1.0,1.0,1.0,1.0
524,276.0,DEU,27600019.0,27603966.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,2.0,1.0,1.0,1.0,2.0,1.0
525,276.0,DEU,27600019.0,27601158.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0
526,276.0,DEU,27600020.0,27600659.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,4.0
527,276.0,DEU,27600020.0,27607568.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
528,276.0,DEU,27600020.0,27609482.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,3.0,1.0,1.0,2.0,3.0,4.0
529,276.0,DEU,27600020.0,27605479.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
530,276.0,DEU,27600020.0,27603076.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,3.0,1.0,3.0,1.0
531,276.0,DEU,27600020.0,27611197.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
532,276.0,DEU,27600020.0,27604567.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
533,276.0,DEU,27600020.0,27604675.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0
534,276.0,DEU,27600020.0,27605877.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,3.0,3.0,3.0,3.0,1.0,3.0
535,276.0,DEU,27600020.0,27600373.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,2.0
536,276.0,DEU,27600020.0,27606499.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,3.0,2.0,3.0,3.0,2.0
537,276.0,DEU,27600020.0,27600421.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,2.0,1.0,1.0
538,276.0,DEU,27600020.0,27604679.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,,,4.0,4.0,3.0,3.0,3.0,2.0
539,276.0,DEU,27600020.0,27605728.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,2.0,1.0,1.0,1.0,1.0
540,276.0,DEU,27600020.0,27610704.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,,,4.0,4.0,1.0,1.0,1.0,4.0
541,276.0,DEU,27600020.0,27601883.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
542,276.0,DEU,27600020.0,27608938.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,1.0,1.0,1.0,1.0,1.0
543,276.0,DEU,27600020.0,27610383.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,3.0,1.0,1.0,1.0,1.0
544,276.0,DEU,27600020.0,27603526.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,2.0,1.0,1.0,2.0,1.0
545,276.0,DEU,27600020.0,27602626.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,2.0,4.0,1.0,2.0,3.0,1.0
546,276.0,DEU,27600020.0,27608637.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
547,276.0,DEU,27600020.0,27608318.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,2.0,1.0,1.0,1.0,
548,276.0,DEU,27600020.0,27600954.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,1.0,1.0,1.0,1.0,1.0
549,276.0,DEU,27600020.0,27610527.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
550,276.0,DEU,27600020.0,27608290.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0
551,276.0,DEU,27600020.0,27608930.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
552,276.0,DEU,27600021.0,27610586.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
553,276.0,DEU,27600021.0,27605809.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,1.0,,,4.0,2.0,1.0,1.0,1.0,3.0
554,276.0,DEU,27600021.0,27610589.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,2.0,2.0,1.0,1.0,1.0,2.0
555,276.0,DEU,27600021.0,27608740.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
556,276.0,DEU,27600021.0,27603770.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0
557,276.0,DEU,27600021.0,27605068.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0
558,276.0,DEU,27600021.0,27608066.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,3.0,3.0,2.0,2.0,2.0,2.0
559,276.0,DEU,27600021.0,27606197.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0
560,276.0,DEU,27600021.0,27612249.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,2.0,1.0,1.0,1.0,1.0,1.0
561,276.0,DEU,27600021.0,27601032.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,2.0,1.0,1.0,1.0,1.0,1.0
562,276.0,DEU,27600021.0,27603552.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,,,3.0,4.0,3.0,2.0,2.0,1.0
563,276.0,DEU,27600021.0,27610961.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
564,276.0,DEU,27600021.0,27600911.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,3.0,3.0,2.0,2.0,1.0,3.0
565,276.0,DEU,27600021.0,27605170.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,2.0,2.0,1.0,1.0,1.0,2.0
566,276.0,DEU,27600021.0,27602475.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,,,2.0,2.0,1.0,1.0,1.0,2.0
567,276.0,DEU,27600021.0,27602289.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
568,276.0,DEU,27600021.0,27605881.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
569,276.0,DEU,27600021.0,27605309.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,,,1.0,1.0,1.0,1.0,1.0,2.0
570,276.0,DEU,27600021.0,27600429.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,3.0
571,276.0,DEU,27600021.0,27610981.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
572,276.0,DEU,27600021.0,27609281.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,2.0,1.0,2.0
573,276.0,DEU,27600021.0,27604345.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,2.0,2.0,1.0,1.0,1.0,2.0
574,276.0,DEU,27600021.0,27604035.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,1.0,2.0,1.0,1.0,1.0,1.0
575,276.0,DEU,27600021.0,27600456.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,4.0,4.0,4.0,3.0,4.0,4.0
576,276.0,DEU,27600021.0,27605061.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,2.0,3.0,1.0,1.0,1.0,2.0
577,276.0,DEU,27600021.0,27605470.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,2.0,1.0,1.0,1.0,1.0
578,276.0,DEU,27600021.0,27600296.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,1.0,1.0,1.0,1.0,1.0
579,276.0,DEU,27600021.0,27605326.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,1.0,2.0,1.0,2.0,1.0,1.0
580,276.0,DEU,27600021.0,27600990.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,,,1.0,2.0,1.0,1.0,1.0,1.0
581,276.0,DEU,27600021.0,27603800.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,2.0,2.0,1.0,1.0,1.0,1.0
582,276.0,DEU,27600022.0,27612074.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
583,276.0,DEU,27600022.0,27600352.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
584,276.0,DEU,27600022.0,27608467.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
585,276.0,DEU,27600022.0,27607719.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,1.0,,,1.0,1.0,1.0,2.0,1.0,3.0
586,276.0,DEU,27600022.0,27600099.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,2.0,2.0,1.0,2.0,1.0,1.0
587,276.0,DEU,27600022.0,27607576.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,2.0,,,2.0,4.0,1.0,1.0,1.0,1.0
588,276.0,DEU,27600022.0,27610930.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0
589,276.0,DEU,27600022.0,27602104.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,2.0,1.0,1.0,1.0,1.0
590,276.0,DEU,27600022.0,27610148.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
591,276.0,DEU,27600022.0,27608882.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,,,,,,
592,276.0,DEU,27600022.0,27611116.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,1.0,1.0,1.0,1.0,1.0
