,CNTRYID,CNT,CNTSCHID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,SC001Q01TA,SC002Q01TA,SC002Q02TA,SC003Q01TA,SC004Q01TA,SC004Q02TA,SC004Q03TA,SC004Q04NA,SC004Q05NA,SC004Q06NA,SC004Q07NA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q05NA,SC053Q06NA,SC053Q07TA,SC053Q08TA,SC053Q09TA,SC053Q10TA,SC053D11TA,SC059Q01NA,SC059Q02NA,SC059Q03NA,SC059Q04NA,SC059Q05NA,SC059Q06NA,SC059Q07NA,SC059Q08NA,SC052Q01NA,SC052Q02NA,SC009Q01TA,SC009Q02TA,SC009Q03TA,SC009Q04TA,SC009Q05TA,SC009Q06TA,SC009Q07TA,SC009Q08TA,SC009Q09TA,SC009Q10TA,SC009Q11TA,SC009Q12TA,SC009Q13TA,SC010Q01TA,SC010Q01TB,SC010Q01TC,SC010Q01TD,SC010Q01TE,SC010Q02TA,SC010Q02TB,SC010Q02TC,SC010Q02TD,SC010Q02TE,SC010Q03TA,SC010Q03TB,SC010Q03TC,SC010Q03TD,SC010Q03TE,SC010Q04TA,SC010Q04TB,SC010Q04TC,SC010Q04TD,SC010Q04TE,SC010Q05TA,SC010Q05TB,SC010Q05TC,SC010Q05TD,SC010Q05TE,SC010Q06TA,SC010Q06TB,SC010Q06TC,SC010Q06TD,SC010Q06TE,SC010Q07TA,SC010Q07TB,SC010Q07TC,SC010Q07TD,SC010Q07TE,SC010Q08TA,SC010Q08TB,SC010Q08TC,SC010Q08TD,SC010Q08TE,SC010Q09TA,SC010Q09TB,SC010Q09TC,SC010Q09TD,SC010Q09TE,SC010Q10TA,SC010Q10TB,SC010Q10TC,SC010Q10TD,SC010Q10TE,SC010Q11TA,SC010Q11TB,SC010Q11TC,SC010Q11TD,SC010Q11TE,SC010Q12TA,SC010Q12TB,SC010Q12TC,SC010Q12TD,SC010Q12TE,SC012Q01TA,SC012Q02TA,SC012Q03TA,SC012Q04TA,SC012Q05TA,SC012Q06TA,SC012Q07TA,SC013Q01TA,SC014Q01NA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC019Q01NA01,SC019Q01NA02,SC019Q02NA01,SC019Q02NA02,SC019Q03NA01,SC019Q03NA02,SC025Q01NA,SC025Q02NA,SC027Q01NA,SC027Q02NA,SC027Q03NA,SC027Q04NA,SC032Q01TA,SC032Q02TA,SC032Q03TA,SC032Q04TA,SC034Q01NA,SC034Q02NA,SC034Q03TA,SC034Q04TA,SC035Q01NA,SC035Q01NB,SC035Q02TA,SC035Q02TB,SC035Q03TA,SC035Q03TB,SC035Q04TA,SC035Q04TB,SC035Q05TA,SC035Q05TB,SC035Q06TA,SC035Q06TB,SC035Q07TA,SC035Q07TB,SC035Q08TA,SC035Q08TB,SC035Q09NA,SC035Q09NB,SC035Q10TA,SC035Q10TB,SC035Q11NA,SC035Q11NB,SC036Q01TA,SC036Q02TA,SC036Q03NA,SC037Q01TA,SC037Q02TA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q07TA,SC037Q08TA,SC037Q09TA,SC037Q10NA,SC040Q02NA,SC040Q03NA,SC040Q05NA,SC040Q11NA,SC040Q12NA,SC040Q15NA,SC040Q16NA,SC040Q17NA,SC041Q01NA,SC041Q03NA,SC041Q04NA,SC041Q05NA,SC041Q06NA,SC042Q01TA,SC042Q02TA,SC048Q01NA,SC048Q02NA,SC048Q03NA,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC063Q02NA,SC063Q03NA,SC063Q04NA,SC063Q06NA,SC063Q07NA,SC063Q09NA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,SCHSIZE,CLSIZE,RATCMP1,RATCMP2,LEAD,LEADCOM,LEADINST,LEADPD,LEADTCH,RESPCUR,RESPRES,SCHAUT,TEACHPART,EDUSHORT,STAFFSHORT,PROAT5AB,PROAT5AM,PROAT6,PROATCE,TOTAT,PROSTAT,PROSTCE,PROSTMAS,TOTST,CREACTIV,SCIERES,STUBEHA,TEACHBEHA,STRATIO,SCHLTYPE,W_SCHGRNRABWT,SENWT,VER_DAT
138,276.0,DEU,27600142.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,613.0,609.0,4.0,142.0,15.0,15.0,5.0,2.0,25.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9999997.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,6.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,,80.0,0.0,20.0,,3.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,50.0,60.0,50.0,60.0,5.0,5.0,45.0,55.0,10.0,5.0,10.0,20.0,10.0,20.0,10.0,20.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,,2.0,1.0,3.0,3.0,3.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,8.0,1.0,20.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,10.0,5.0,50.0,1222.0,28.0,0.1056,1.0,0.2033,-0.8251,0.5626,0.1323,0.5105,-0.7997,-0.6061,0.58,1.0,-0.7421,1.4098,0.0938,0.9063,0.1563,1.0,80.0,0.25,1.0,1.0,20.0,3.0,7.0,-0.3334,1.1432,15.275,3.0,21.718135172,8.24199,15NOV16:14:59:10
139,276.0,DEU,27600143.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,,,3.0,,26.0,26.0,0.0,2.0,7.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,9999997.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,6.0,6.0,4.0,4.0,5.0,6.0,6.0,2.0,6.0,2.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,,1.0,1.0,0.0,0.0,,2.0,2.0,3.0,3.0,3.0,3.0,,1.0,,97.0,,1.0,2.0,2.0,3.0,4.0,,4.0,4.0,2.0,2.0,36.0,16.0,35.0,15.0,0.0,0.0,35.0,15.0,0.0,1.0,8.0,6.0,7.0,5.0,1.0,1.0,15.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,31.0,7.0,20.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,25.0,30.0,5.0,22.0,,23.0,,1.0,0.529,-0.3054,1.2219,0.4475,0.908,-0.6572,-0.6438,0.67,6.0,0.2356,1.4975,0.0,0.9659,0.0114,0.9659,44.0,0.25,0.8636,0.1364,11.0,2.0,4.0,0.5094,1.8849,,3.0,30.079832143,11.41524,15NOV16:14:59:10
140,276.0,DEU,27600144.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,2.0,320.0,350.0,4.0,135.0,32.0,32.0,16.0,1.0,20.0,10.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,9999997.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,,100.0,0.0,0.0,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,10.0,5.0,10.0,5.0,0.0,0.0,36.0,32.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,,1.0,,2.0,,1.0,,2.0,,2.0,,1.0,,2.0,,1.0,,2.0,,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,30.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,20.0,25.0,3.0,0.0,670.0,28.0,0.237,1.0,-0.8441,-0.3971,0.3782,-1.5635,-1.1042,0.0554,-0.5181,0.75,6.0,-1.2541,0.1038,0.0,1.0,0.0,1.0,45.0,0.2778,1.0,0.0,12.5,2.0,7.0,0.2652,0.617,14.8889,3.0,25.7635296,9.77721,15NOV16:14:59:10
141,276.0,DEU,27600145.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,9999997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.823911688,15.8721,15NOV16:14:59:10
142,276.0,DEU,27600146.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,2.0,361.0,419.0,3.0,90.0,70.0,70.0,6.0,2.0,21.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9999997.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,3.0,6.0,5.0,4.0,3.0,6.0,6.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,,100.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,49.0,28.0,49.0,28.0,49.0,28.0,49.0,28.0,2.0,,18.0,6.0,18.0,6.0,18.0,6.0,35.0,29.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,20.0,20.0,4.0,10.0,780.0,23.0,0.7778,1.0,0.5172,0.6112,0.5929,0.2267,0.7544,0.0554,0.0097,0.83,4.0,-0.849,-0.1143,1.0,1.0,0.0317,1.0,63.0,0.3333,1.0,1.0,21.0,2.0,5.0,0.0185,0.6876,12.381,3.0,29.431117757,11.16906,15NOV16:14:59:10
143,276.0,DEU,27600147.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,,,4.0,,40.0,40.0,10.0,8.0,12.0,15.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,9999997.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,45.0,,10.0,45.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,1.0,-0.114,0.1141,-0.1449,-0.5741,0.4556,0.0554,-0.493,0.83,5.0,-0.1328,0.4783,,,,,,,,,,2.0,5.0,,,,1.0,37.918461364,14.38999,15NOV16:14:59:10
144,276.0,DEU,27600148.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,9999997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.4567,33.94865,15NOV16:14:59:10
145,276.0,DEU,27600149.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,258.0,178.0,3.0,63.0,45.0,45.0,5.0,11.0,6.0,60.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9999997.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,,100.0,,,,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,23.0,23.0,23.0,23.0,0.0,0.0,23.0,23.0,0.0,0.0,5.0,3.0,5.0,3.0,5.0,3.0,17.0,28.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,14.0,17.0,38.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,19.0,8.0,2.0,436.0,23.0,0.7143,1.0,1.0213,0.1036,0.5626,1.8133,1.6883,0.0554,-0.4302,0.83,7.0,0.5881,0.7317,0.0,1.0,0.0,1.0,34.5,0.1884,1.0,1.0,6.5,2.0,3.0,0.8947,-0.1714,12.6377,3.0,43.138761644,16.37108,15NOV16:14:59:10
146,276.0,DEU,27600150.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,489.0,525.0,4.0,129.0,16.0,16.0,0.0,0.0,15.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9999997.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,6.0,5.0,4.0,2.0,6.0,2.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,,95.0,0.0,5.0,0.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,52.0,28.0,52.0,28.0,0.0,0.0,52.0,28.0,0.0,1.0,12.0,0.0,12.0,0.0,12.0,0.0,98.0,98.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,,1.0,1.0,1.0,2.0,3.0,2.0,5.0,,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,83.0,91.0,8.0,23.0,1014.0,28.0,0.124,1.0,0.0179,0.221,-0.1754,0.7176,0.0027,-0.6572,-0.6941,0.67,4.0,0.9328,-0.1877,0.0,1.0,0.0076,1.0,66.0,0.1818,1.0,1.0,12.0,3.0,4.0,-0.7223,-0.8695,15.3636,3.0,24.179888406,9.17622,15NOV16:14:59:10
147,276.0,DEU,27600151.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,9999997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.018538843,10.25349,15NOV16:14:59:10
148,276.0,DEU,27600152.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,1.0,387.0,305.0,3.0,83.0,0.0,0.0,0.0,18.0,23.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,9999997.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,,70.0,15.0,5.0,10.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,35.0,14.0,35.0,14.0,2.0,0.0,35.0,14.0,1.0,0.0,5.0,3.0,4.0,3.0,4.0,3.0,74.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,11.0,21.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,91.0,97.0,40.0,20.0,692.0,23.0,0.0,,-0.4371,-0.8251,-0.6341,-0.184,-0.2945,-0.4196,-0.5181,0.75,8.0,3.6096,1.8893,0.0476,1.0,0.0238,1.0,42.0,0.1548,0.8462,0.8462,6.5,3.0,2.0,1.139,-0.0467,16.4762,3.0,45.261346479,17.1766,15NOV16:14:59:10
149,276.0,DEU,27600153.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,621.0,695.0,4.0,173.0,12.0,12.0,0.0,2.0,11.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,9999997.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,2.0,5.0,2.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,1.0,,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,100.0,,,,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,85.0,18.0,84.0,17.0,85.0,18.0,84.0,17.0,4.0,,20.0,3.0,20.0,3.0,19.0,3.0,24.0,26.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,12.0,6.0,20.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,60.0,10.0,5.0,1316.0,28.0,0.0694,1.0,-0.1952,0.0873,0.3473,0.3642,-1.1042,-0.6572,-0.5684,0.75,5.0,1.2485,1.4737,1.0,0.984,0.0426,0.984,94.0,0.2287,1.0,0.9535,21.5,2.0,4.0,0.2652,0.9122,14.0,3.0,19.067569143,7.23611,15NOV16:14:59:10
150,276.0,DEU,27600154.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,9999997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.519868376,10.82324,15NOV16:14:59:10
